# expression,groundtruth
(((((((a ^ ~ a) + ((a | a) << 1)) + 1) & e) * ((((a ^ ~ a) + ((a | a) << 1)) + 1) | e) + ((((a ^ ~ a) + ((a | a) << 1)) + 1) & ~ e) * (~ (((a ^ ~ a) + ((a | a) << 1)) + 1) & e)) - ((((((e - e) - ((e | ~ e) + (e | ~ e))) - 2) + ((e & a) * (e | a) + (e & ~ a) * (~ e & a))) + 1) + ((- (((e - e) - ((e | ~ e) + (e | ~ e))) - 2) - 1) | (- ((e & a) * (e | a) + (e & ~ a) * (~ e & a)) - 1)))) - (((((((a ^ ~ a) + ((a | a) << 1)) + 1) & e) * ((((a ^ ~ a) + ((a | a) << 1)) + 1) | e) + ((((a ^ ~ a) + ((a | a) << 1)) + 1) & ~ e) * (~ (((a ^ ~ a) + ((a | a) << 1)) + 1) & e)) | ~ ((((((e - e) - ((e | ~ e) + (e | ~ e))) - 2) + ((e & a) * (e | a) + (e & ~ a) * (~ e & a))) + 1) + ((- (((e - e) - ((e | ~ e) + (e | ~ e))) - 2) - 1) | (- ((e & a) * (e | a) + (e & ~ a) * (~ e & a)) - 1)))) + ((((((a ^ ~ a) + ((a | a) << 1)) + 1) & e) * ((((a ^ ~ a) + ((a | a) << 1)) + 1) | e) + ((((a ^ ~ a) + ((a | a) << 1)) + 1) & ~ e) * (~ (((a ^ ~ a) + ((a | a) << 1)) + 1) & e)) | ~ ((((((e - e) - ((e | ~ e) + (e | ~ e))) - 2) + ((e & a) * (e | a) + (e & ~ a) * (~ e & a))) + 1) + ((- (((e - e) - ((e | ~ e) + (e | ~ e))) - 2) - 1) | (- ((e & a) * (e | a) + (e & ~ a) * (~ e & a)) - 1)))))) - 2,((((a+a)*e)^((e^e)|(e*a))))
((((~ ((e & ~ e) - (~ e & e)) | ((((e & e) * (e | e) + (e & ~ e) * (~ e & e)) | c) - (((e & e) * (e | e) + (e & ~ e) * (~ e & e)) & c))) + ((e & ~ e) - (~ e & e))) + 1) & ~ (((c + e) + 1) + ((- c - 1) | (- e - 1)))) + (((c + e) + 1) + ((- c - 1) | (- e - 1))),((((e-e)&((e*e)^c))|(c|e)))
~ ((((e & ((~ (~ e + 1) | e) - ~ (~ e + 1))) * (e | ((~ (~ e + 1) | e) - ~ (~ e + 1))) + (e & ~ ((~ (~ e + 1) | e) - ~ (~ e + 1))) * (~ e & ((~ (~ e + 1) | e) - ~ (~ e + 1)))) & ~ ((((d + ~ e) + 1) ^ (((~ d | d) + d) + 1)) - ((~ ((d + ~ e) + 1) & (((~ d | d) + d) + 1)) + (~ ((d + ~ e) + 1) & (((~ d | d) + d) + 1))))) + ((((d + ~ e) + 1) ^ (((~ d | d) + d) + 1)) - ((~ ((d + ~ e) + 1) & (((~ d | d) + d) + 1)) + (~ ((d + ~ e) + 1) & (((~ d | d) + d) + 1))))) + 1,((-((e*((-e)&e))|((d-e)-(d&d)))))
- (((- (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d) * ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) | d) + ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & ~ d) * (~ (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d)) - 1) & (((a - (((d | d) << 1) - (d ^ d))) - ((a | ~ (((d | d) << 1) - (d ^ d))) + (a | ~ (((d | d) << 1) - (d ^ d))))) - 2)) * ((- (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d) * ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) | d) + ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & ~ d) * (~ (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d)) - 1) | (((a - (((d | d) << 1) - (d ^ d))) - ((a | ~ (((d | d) << 1) - (d ^ d))) + (a | ~ (((d | d) << 1) - (d ^ d))))) - 2)) + ((- (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d) * ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) | d) + ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & ~ d) * (~ (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d)) - 1) & ~ (((a - (((d | d) << 1) - (d ^ d))) - ((a | ~ (((d | d) << 1) - (d ^ d))) + (a | ~ (((d | d) << 1) - (d ^ d))))) - 2)) * (~ (- (((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d) * ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) | d) + ((((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & ~ d) * (~ (((((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d)))) + (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) | ((d ^ d) - ((~ d & d) + (~ d & d))))) - (((a & d) * (a | d) + (a & ~ d) * (~ a & d)) ^ ((d ^ d) - ((~ d & d) + (~ d & d))))) & d)) - 1) & (((a - (((d | d) << 1) - (d ^ d))) - ((a | ~ (((d | d) << 1) - (d ^ d))) + (a | ~ (((d | d) << 1) - (d ^ d))))) - 2))) - 1,((~((~(((a*d)+(d-d))*d))*(a^(d+d)))))
(((((((~ c | a) + c) + 1) & ~ a) + ((((~ c | a) + c) + 1) & ~ a)) - ((((~ c | a) + c) + 1) ^ a)) & ~ (((a & ~ (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) + (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) - 1)) * (((((((~ c | a) + c) + 1) & ~ a) + ((((~ c | a) + c) + 1) & ~ a)) - ((((~ c | a) + c) + 1) ^ a)) | ~ (((a & ~ (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) + (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) - 1)) + (((((((~ c | a) + c) + 1) & ~ a) + ((((~ c | a) + c) + 1) & ~ a)) - ((((~ c | a) + c) + 1) ^ a)) & ~ (~ (((a & ~ (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) + (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) - 1))) * (~ ((((((~ c | a) + c) + 1) & ~ a) + ((((~ c | a) + c) + 1) & ~ a)) - ((((~ c | a) + c) + 1) ^ a)) & ~ (((a & ~ (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) + (((a - ((a | c) + (a & c))) - ((a | ~ ((a | c) + (a & c))) << 1)) - 2)) - 1)),((((c&a)-a)*(-(a|(a^(a+c))))))
(((~ d | a) - ~ d) & (((a - c) - ((a | ~ c) + (a | ~ c))) - 2)) + ~ (((~ d | a) - ~ d) | (((a - c) - ((a | ~ c) + (a | ~ c))) - 2)),((~((d&a)^(a^c))))
(((((~ ((c - ~ c) - 1) | ((~ d | d) - ~ d)) + ((c - ~ c) - 1)) + 1) ^ ~ ((((~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1)) | c) - ~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1))) & ~ ((c & ~ d) + d)) + ((c & ~ d) + d))) + (((((~ ((c - ~ c) - 1) | ((~ d | d) - ~ d)) + ((c - ~ c) - 1)) + 1) | ((((~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1)) | c) - ~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1))) & ~ ((c & ~ d) + d)) + ((c & ~ d) + d))) + ((((~ ((c - ~ c) - 1) | ((~ d | d) - ~ d)) + ((c - ~ c) - 1)) + 1) | ((((~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1)) | c) - ~ ((~ (- d - 1) | (((d - c) - ((d | ~ c) + (d | ~ c))) - 2)) - ~ (- d - 1))) & ~ ((c & ~ d) + d)) + ((c & ~ d) + d))))) + 1,((((c+c)&(d&d))+((((~d)&(d^c))&c)|(c|d))))
~ ((((((((~ c + 1) & ~ a) << 1) - ((~ c + 1) ^ a)) | ~ (c - 1)) + (((((~ c + 1) & ~ a) << 1) - ((~ c + 1) ^ a)) | ~ (c - 1))) - (((((~ c + 1) & ~ a) << 1) - ((~ c + 1) ^ a)) ^ ~ (c - 1))) - 1),((-(((-c)-a)+(-c))))
((((((e + ~ e) + 1) ^ ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + ((((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + (((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))))) + 1) & ((a & ~ a) - (~ a & a))) * ((((((e + ~ e) + 1) ^ ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + ((((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + (((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))))) + 1) | ((a & ~ a) - (~ a & a))) + ((((((e + ~ e) + 1) ^ ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + ((((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + (((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))))) + 1) & ~ ((a & ~ a) - (~ a & a))) * (~ (((((e + ~ e) + 1) ^ ~ ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + ((((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))) + (((e + ~ e) + 1) | ((e & c) * (e | c) + (e & ~ c) * (~ e & c))))) + 1) & ((a & ~ a) - (~ a & a))),((((e-e)+(e*c))*(a-a)))
((((b - 1) | ((b & e) + ~ (b | e))) - ((b - 1) & ((b & e) + ~ (b | e)))) & (((~ (b - 1) - ~ (e - 1)) - ((~ (b - 1) | ~ (~ (e - 1))) + (~ (b - 1) | ~ (~ (e - 1))))) - 2)) * ((((b - 1) | ((b & e) + ~ (b | e))) - ((b - 1) & ((b & e) + ~ (b | e)))) | (((~ (b - 1) - ~ (e - 1)) - ((~ (b - 1) | ~ (~ (e - 1))) + (~ (b - 1) | ~ (~ (e - 1))))) - 2)) + ((((b - 1) | ((b & e) + ~ (b | e))) - ((b - 1) & ((b & e) + ~ (b | e)))) & ~ (((~ (b - 1) - ~ (e - 1)) - ((~ (b - 1) | ~ (~ (e - 1))) + (~ (b - 1) | ~ (~ (e - 1))))) - 2)) * (~ (((b - 1) | ((b & e) + ~ (b | e))) - ((b - 1) & ((b & e) + ~ (b | e)))) & (((~ (b - 1) - ~ (e - 1)) - ((~ (b - 1) | ~ (~ (e - 1))) + (~ (b - 1) | ~ (~ (e - 1))))) - 2)),((((~(-b))^(~(b^e)))*((-b)^(-e))))
(((((a - b) - ((a | ~ b) + (a | ~ b))) - 2) - (((- a - 1) & ~ (~ (b - 1))) - (~ (- a - 1) & ~ (b - 1)))) - (((((a - b) - ((a | ~ b) + (a | ~ b))) - 2) | ~ (((- a - 1) & ~ (~ (b - 1))) - (~ (- a - 1) & ~ (b - 1)))) << 1)) - 2,(((a^b)^((~a)-(-b))))
(a | ((((- c - 1) + (- ((e ^ (- ((~ e | e) - ~ e) - 1)) + ((e & (- ((~ e | e) - ~ e) - 1)) + (e & (- ((~ e | e) - ~ e) - 1)))) - 1)) + 1) + ((- (- c - 1) - 1) | (- (- ((e ^ (- ((~ e | e) - ~ e) - 1)) + ((e & (- ((~ e | e) - ~ e) - 1)) + (e & (- ((~ e | e) - ~ e) - 1)))) - 1) - 1)))) - ((((- c - 1) + (- ((e ^ (- ((~ e | e) - ~ e) - 1)) + ((e & (- ((~ e | e) - ~ e) - 1)) + (e & (- ((~ e | e) - ~ e) - 1)))) - 1)) + 1) + ((- (- c - 1) - 1) | (- (- ((e ^ (- ((~ e | e) - ~ e) - 1)) + ((e & (- ((~ e | e) - ~ e) - 1)) + (e & (- ((~ e | e) - ~ e) - 1)))) - 1) - 1))),((a&(~((~c)|(~(e+(~(e&e))))))))
((((b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b))) + (b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) - (b ^ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) ^ ((((((((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) + d) + 1) + ((- (((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) - 1) | (- d - 1))) & ~ ((d & b) * (d | b) + (d & ~ b) * (~ d & b))) + ((d & b) * (d | b) + (d & ~ b) * (~ d & b)))) - ((~ (((b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b))) + (b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) - (b ^ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) & ((((((((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) + d) + 1) + ((- (((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) - 1) | (- d - 1))) & ~ ((d & b) * (d | b) + (d & ~ b) * (~ d & b))) + ((d & b) * (d | b) + (d & ~ b) * (~ d & b)))) + (~ (((b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b))) + (b & ~ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) - (b ^ ((((b + ~ b) + 1) & b) * (((b + ~ b) + 1) | b) + (((b + ~ b) + 1) & ~ b) * (~ ((b + ~ b) + 1) & b)))) & ((((((((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) + d) + 1) + ((- (((~ (~ (d - 1)) | d) + ~ (d - 1)) + 1) - 1) | (- d - 1))) & ~ ((d & b) * (d | b) + (d & ~ b) * (~ d & b))) + ((d & b) * (d | b) + (d & ~ b) * (~ d & b))))),(((b-((b-b)*b))-((((-d)&d)|d)|(d*b))))
(((e - ~ ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - 1) & (((((e + ~ e) + 1) ^ ~ b) + ((((e + ~ e) + 1) | b) + (((e + ~ e) + 1) | b))) + 1)) * (((e - ~ ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - 1) | (((((e + ~ e) + 1) ^ ~ b) + ((((e + ~ e) + 1) | b) + (((e + ~ e) + 1) | b))) + 1)) + (((e - ~ ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - 1) & ~ (((((e + ~ e) + 1) ^ ~ b) + ((((e + ~ e) + 1) | b) + (((e + ~ e) + 1) | b))) + 1)) * (~ ((e - ~ ((e & b) * (e | b) + (e & ~ b) * (~ e & b))) - 1) & (((((e + ~ e) + 1) ^ ~ b) + ((((e + ~ e) + 1) | b) + (((e + ~ e) + 1) | b))) + 1)),(((e+(e*b))*((e-e)+b)))
((((~ (c - 1) | c) - (~ (c - 1) & c)) & b) * (((~ (c - 1) | c) - (~ (c - 1) & c)) | b) + (((~ (c - 1) | c) - (~ (c - 1) & c)) & ~ b) * (~ ((~ (c - 1) | c) - (~ (c - 1) & c)) & b)) - (((((~ (c - 1) | c) - (~ (c - 1) & c)) & b) * (((~ (c - 1) | c) - (~ (c - 1) & c)) | b) + (((~ (c - 1) | c) - (~ (c - 1) & c)) & ~ b) * (~ ((~ (c - 1) | c) - (~ (c - 1) & c)) & b)) & (((b ^ ~ ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) + ((b | ((c & c) * (c | c) + (c & ~ c) * (~ c & c))) + (b | ((c & c) * (c | c) + (c & ~ c) * (~ c & c))))) + 1)),(((((-c)^c)*b)&(~(b+(c*c)))))
((((((d & a) * (d | a) + (d & ~ a) * (~ d & a)) + ((a | d) - (a & d))) + 1) + ((- ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) - 1) | (- ((a | d) - (a & d)) - 1))) | (((a - ((a ^ a) + ((a & a) << 1))) - ((a | ~ ((a ^ a) + ((a & a) << 1))) << 1)) - 2)) + ((((((d & a) * (d | a) + (d & ~ a) * (~ d & a)) + ((a | d) - (a & d))) + 1) + ((- ((d & a) * (d | a) + (d & ~ a) * (~ d & a)) - 1) | (- ((a | d) - (a & d)) - 1))) & (((a - ((a ^ a) + ((a & a) << 1))) - ((a | ~ ((a ^ a) + ((a & a) << 1))) << 1)) - 2)),((((d*a)|(a^d))+(a^(a+a))))
((((((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) ^ ~ ((b ^ b) + ((b & b) << 1))) + (((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) | ((b ^ b) + ((b & b) << 1))) + ((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) | ((b ^ b) + ((b & b) << 1))))) + 1) + (((((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) - b) - ((((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) | ~ b) + (((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) | ~ b))) - 2)) + 1) + ((- ((((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) ^ ~ ((b ^ b) + ((b & b) << 1))) + (((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) | ((b ^ b) + ((b & b) << 1))) + ((((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1)) * ((((d + d) + 1) + ((- d - 1) | (- d - 1))) | ~ (((d | b) - (d & b)) - 1)) + ((((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (~ (((d | b) - (d & b)) - 1))) * (~ (((d + d) + 1) + ((- d - 1) | (- d - 1))) & ~ (((d | b) - (d & b)) - 1))) | ((b ^ b) + ((b & b) << 1))))) + 1) - 1) | (- (((((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) - b) - ((((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) | ~ b) + (((b - ~ (((b & ~ b) << 1) - (b ^ b))) - 1) | ~ b))) - 2) - 1)),(((((d|d)*(-(d^b)))+(b+b))|((b+(b-b))^b)))
(((((e + 1) + ~ e) + 1) & ~ (((((~ b | ((b + ~ b) + 1)) + b) + 1) ^ ((((b ^ b) + ((b & b) << 1)) | b) - (((b ^ b) + ((b & b) << 1)) & b))) + (((((~ b | ((b + ~ b) + 1)) + b) + 1) & ((((b ^ b) + ((b & b) << 1)) | b) - (((b ^ b) + ((b & b) << 1)) & b))) << 1))) << 1) - ((((e + 1) + ~ e) + 1) ^ (((((~ b | ((b + ~ b) + 1)) + b) + 1) ^ ((((b ^ b) + ((b & b) << 1)) | b) - (((b ^ b) + ((b & b) << 1)) & b))) + (((((~ b | ((b + ~ b) + 1)) + b) + 1) & ((((b ^ b) + ((b & b) << 1)) | b) - (((b ^ b) + ((b & b) << 1)) & b))) << 1))),((((-(~e))-e)-((b&(b-b))+((b+b)^b))))
